Time of Day,Temperature,Humidity,CO2_InfraredSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Session ID,HVAC Operation Mode,Ambient Light Level,Activity Level
night,20.91,47.97,114.90014621189918,455.14302320521654,706.4326835069969,612.0494933017919,2.0,2105,cooling_active,bright,Moderate Activity
afternoon,23.3,53.935,113.45315824339512,482.50831940775777,671.7939506909789,610.9374601132951,2.0,1458,off,moderate,Low Activity
night,19.29,47.89,116.29658849443044,457.7095781507299,696.5663479527432,622.7797479808937,2.0,2105,cooling_active,very_bright,Low Activity
night,20.65,48.21,118.15529778694064,459.77013944920697,689.0455787175529,622.535409166658,2.0,2105,heating_active,dim,Moderate Activity
night,20.82,47.91,114.1081723819672,455.5516794268001,688.9212546056907,614.7872540383761,2.0,2105,cooling_active,bright,High Activity
night,20.64,48.14,120.74795745463702,460.25070216036227,697.8873732474892,623.4028683541156,2.0,2105,heating_active,very_bright,Moderate Activity
night,20.54,48.37,10.97523031195034,462.1814459536489,697.6416471559628,618.5274511756817,2.0,2105,heating_active,very_bright,High Activity
night,20.64,48.2,120.05618370945668,458.7807128727195,686.2231108220838,608.7410861623014,2.0,2105,cooling_active,very_bright,High Activity
night,20.6,48.12,113.86663575387536,460.27002088825697,679.3404569070915,612.2013314300522,2.0,2105,ventilation_only,very_bright,High Activity
morning,19.51,53.69,120.83425262893788,478.9139743171349,701.613388711316,638.6417724496846,1.0,7395,maintenance_mode,very_bright,High Activity
night,20.43,48.38,119.90315285387058,452.7719845220659,696.487500287508,617.7953706248164,2.0,2105,maintenance_mode,very_bright,Moderate Activity
afternoon,22.62,53.935,118.56006028801905,486.7277468322062,674.0296871391058,602.0190988705061,2.0,1458,ventilation_only,moderate,Low Activity
night,20.22,49.01,125.3214932232702,464.69022554121926,689.9657440366044,605.0998398170758,1.0,2105,off,very_bright,High Activity
night,20.27,48.74,118.45430864926436,471.6612401676391,692.4616491488439,613.0887533343554,1.0,2105,heating_active,very_bright,Low Activity
night,20.16,47.28,122.66486222554056,463.3022922999885,700.2604686691941,621.6106647399631,1.0,2105,heating_active,moderate,Moderate Activity
afternoon,15.66,46.06,77.60076725674674,554.0549407776836,730.5801045219986,673.5650506703107,1.0,2679,cooling_active,very_bright,Moderate Activity
evening,22.19,51.26,192.27331447211063,431.601482117371,660.1625027290097,577.4247033695177,2.0,7963,eco_mode,moderate,Low Activity
night,20.16,48.9,116.52755670068632,452.59801748393176,691.7499581182121,623.8538720585482,1.0,2105,cooling_active,moderate,Moderate Activity
morning,19.69,53.435,121.80550014076567,486.8183710187786,638.670079403319,573.7712848149242,2.0,7058,ventilation_only,very_bright,Low Activity
afternoon,15.49,45.84,79.06600439817792,544.0395929886078,720.2343013717186,652.5002278237228,1.0,2679,heating_active,very_bright,Moderate Activity
morning,18.58,45.77,74.7312579761103,428.1148506349502,719.3497778883274,626.439231205756,0.0,2105,maintenance_mode,dim,Moderate Activity
night,20.08,48.86,116.48781809284463,466.4800139912747,696.3355325303662,622.4817253344871,1.0,2105,cooling_active,very_bright,Moderate Activity
morning,20.2,56.43,131.71791906224416,428.23673008105953,668.9408047501762,585.6654814625782,1.0,9385,ventilation_only,dim,Low Activity
night,19.89,47.28,113.96971515376292,463.61285350241496,687.4655977133903,623.3867817759215,1.0,2105,cooling_active,very_dim,Moderate Activity
night,19.77,49.6,114.37927393474516,460.4482300842375,698.2471350107368,625.874875028361,1.0,2105,cooling_active,very_bright,Moderate Activity
morning,19.46,50.595,110.55263219920188,486.9450830794483,681.7168416971986,620.4539802083038,1.0,4703,ventilation_only,very_bright,High Activity
night,21.675,51.59,119.11190962620421,432.634479006711,682.9432975841627,594.0917458608764,1.0,4507,cooling_active,bright,Low Activity
night,19.81,49.6,236.44307567663952,445.3297131426892,691.0410581483006,621.3609822617226,1.0,2105,ventilation_only,very_bright,Moderate Activity
night,19.48,50.36,113.0184650978638,450.6050984775649,695.1290609385555,624.4130521463986,1.0,2105,ventilation_only,very_bright,High Activity
night,19.42,50.46,117.23840896720304,468.05436487291024,690.9428745379516,630.9068870776441,1.0,2105,off,very_bright,Low Activity
morning,19.11,53.28,110.80641277164791,502.4773018311532,695.6834722064867,658.7254398739358,1.0,1903,ventilation_only,very_dim,High Activity
night,19.37,50.53,116.35081510991574,467.0464602501886,705.558026128412,627.6377437341674,1.0,2105,maintenance_mode,moderate,High Activity
night,19.39,50.41,115.64625510944656,458.85220495171546,688.2085905294458,617.3379644714598,1.0,2105,heating_active,very_bright,Moderate Activity
night,19.22,47.28,117.63058477101292,456.8907652105739,561.9604156650095,625.1070269783236,1.0,2105,heating_active,moderate,Low Activity
night,21.21,52.47,127.07039310707124,369.26817067824754,649.4819183428077,547.7076242703547,3.0,7395,cooling_active,very_bright,Low Activity
night,19.35,50.53,114.75895897867235,445.0366478870966,682.6232773457771,629.9258584638291,1.0,2105,off,dim,Moderate Activity
night,19.34,50.45,113.51729509706928,462.54896767911214,702.4426261940312,622.1160602007017,1.0,2105,maintenance_mode,very_bright,Low Activity
night,19.64,49.59,194.7270805820488,446.34031574864576,691.9714754373613,627.1286135082345,1.0,2105,cooling_active,moderate,Moderate Activity
night,23.16,54.445,116.15606573290394,478.5865188357675,661.1811857082987,583.35781828859,1.0,3592,cooling_active,very_bright,Low Activity
night,19.53,47.28,109.1713433906105,453.2701532763337,683.0128701046137,617.4274492137284,1.0,2105,heating_active,very_bright,Moderate Activity
night,19.39,47.28,110.9914412263037,441.35496534624343,694.1028454487489,616.7233137237778,1.0,2105,ventilation_only,bright,High Activity
night,19.28,47.28,207.07712072523037,445.72240309396113,695.1122709600719,610.3381943900935,1.0,2105,ventilation_only,bright,Moderate Activity
night,19.19,50.75,115.42733895497156,457.1442188072712,695.8765669853433,626.429321868658,1.0,2105,eco_mode,very_bright,High Activity
afternoon,17.9,48.25,87.18497938331204,489.99439679863576,716.4730723589578,643.4868054253233,0.0,3418,cooling_active,dim,Low Activity
evening,20.88,47.91,112.84440414151958,423.4672061078044,696.497436780872,622.4534056514041,1.0,5820,ventilation_only,very_bright,Moderate Activity
night,19.06,51.01,115.51738802496575,463.7454472068858,686.4078691416316,625.4231728369416,1.0,2105,ventilation_only,very_bright,High Activity
night,19.05,51.05,113.044260228082,458.80087585204006,688.2479524732324,619.5006034035896,1.0,2105,heating_active,bright,High Activity
evening,21.52,49.23,105.72880772674026,397.5254676989776,674.667581263468,587.4310250928283,1.0,9127,eco_mode,very_bright,Low Activity
night,18.85,51.44,22.856817014121972,457.11496112128066,903.8730926242262,622.5138972355866,1.0,2105,eco_mode,bright,Low Activity
morning,18.92,51.33,0.8116027864549409,462.6956774934834,686.9573329263933,622.7692387953501,1.0,2105,cooling_active,bright,Moderate Activity
morning,18.88,45.84,70.7838404430284,557.4466722703447,745.29037751868,700.2723436452899,0.0,2679,maintenance_mode,moderate,Low Activity
evening,23.16,52.91,101.73214756704188,453.3439446964088,659.5432753127066,584.552482932238,2.0,5214,heating_active,very_bright,Low Activity
morning,19.08,50.87,116.206387977661,450.4972497326728,699.8863100106613,617.4642343388844,1.0,2105,maintenance_mode,very_bright,Low Activity
morning,19.21,50.39,114.34295480548636,429.7958619898176,696.1791950496131,621.6594449155554,1.0,2105,ventilation_only,moderate,Moderate Activity
night,20.67,51.83,109.04646644013356,494.8938972611541,693.682394217702,640.0994993613906,1.0,9241,heating_active,very_bright,High Activity
morning,34.218098857160236,51.07,24.38951288557442,435.4148810722651,695.3216891750106,619.7686040991513,1.0,2105,cooling_active,very_bright,Moderate Activity
morning,18.89,47.28,114.3009368544771,438.1621869451311,695.6465629868025,624.0335886577761,1.0,2105,eco_mode,very_bright,Moderate Activity
night,11.894318559908289,52.15,98.99582051098814,492.2507719804475,699.1083128681611,634.3016422255264,1.0,9241,off,very_bright,Low Activity
morning,19.01,50.72,117.54884938811227,427.5722699276109,700.0535797677173,634.4469513414743,1.0,2105,ventilation_only,very_dim,Low Activity
morning,19.02,50.61,113.66038839233732,440.1024808376107,693.5444302032545,625.1929919074013,1.0,2105,maintenance_mode,very_bright,Low Activity
morning,18.96,50.71,114.1874979241756,448.2280639707127,699.9886169281917,624.0753492963419,1.0,2105,cooling_active,very_bright,Low Activity
morning,18.9,50.98,112.16827016034576,450.6129536689584,699.8468783428286,627.0257885513752,1.0,2105,cooling_active,very_bright,High Activity
morning,18.81,51.14,108.08332750995704,449.61993137935553,690.8953694473582,635.6269593275634,1.0,2105,off,dim,Moderate Activity
morning,18.67,47.28,117.44634863258727,453.302609923335,710.2277861913087,633.1018856738874,1.0,2105,maintenance_mode,very_bright,Low Activity
morning,18.66,51.52,113.6680709781365,461.966918465428,530.5721032385668,621.1266791722531,1.0,2105,eco_mode,bright,Moderate Activity
morning,18.69,47.28,41.14410622606768,443.5543009813873,691.1188900700505,625.9838412895447,1.0,2105,maintenance_mode,moderate,Moderate Activity
morning,18.8,51.18,112.3818125101084,452.60534033126527,691.0507011570822,631.0058321272775,1.0,2105,eco_mode,bright,High Activity
morning,18.8,51.11,114.69607808135322,441.9855239527182,708.0340624152259,629.2590882460354,1.0,2105,maintenance_mode,bright,High Activity
morning,18.8,51.05,112.98501750944271,457.87303083940327,700.9944859442151,627.0653407258887,1.0,2105,maintenance_mode,very_bright,Moderate Activity
morning,18.63,51.46,119.25784822518004,445.70133807898645,702.3023492365372,628.027004205292,1.0,2105,heating_active,dim,High Activity
afternoon,18.08,41.92,6.90845560352264,486.2674179920588,753.136883758043,678.6447032626959,0.0,2105,off,bright,Moderate Activity
night,19.96,47.59,121.903209644093,489.56737631421527,705.4527565796752,638.2732325721331,1.0,6431,maintenance_mode,moderate,Low Activity
morning,19.09,47.28,113.21235511458568,450.8052113179073,704.2616191618771,627.5736363325135,1.0,2105,off,moderate,Low Activity
morning,19.17,47.28,196.2175085414187,424.7213811742836,691.7450390122026,628.8390284597269,1.0,2105,maintenance_mode,moderate,Moderate Activity
morning,18.84,47.28,117.54304097541883,429.6342032006698,698.9138047855472,624.1033564164198,1.0,2105,ventilation_only,bright,Moderate Activity
morning,18.78,48.01,103.6460421484916,440.76719241732326,694.0972677414187,618.9591159381204,1.0,2105,cooling_active,bright,Moderate Activity
morning,19.01,44.21,28.20370010790326,459.5209200124163,705.9812935510022,638.1549230300808,1.0,2105,ventilation_only,very_bright,Moderate Activity
afternoon,11.988900225425434,54.11,88.38523804474006,463.855332214756,689.8481714435659,612.6278943210918,1.0,6528,off,very_bright,Moderate Activity
night,20.3,52.85,125.33768587764123,407.39487091840414,655.2327445181394,582.7826038374644,2.0,7395,heating_active,moderate,Low Activity
morning,19.29,47.28,79.7931657000718,482.93380616089144,709.827807995249,638.4730806044865,1.0,2105,maintenance_mode,very_bright,High Activity
morning,18.18,43.11,74.80236090954614,488.8121872519979,720.9116215071904,659.4184015016702,1.0,2105,maintenance_mode,dim,Moderate Activity
morning,18.13,41.81,79.79833934814593,523.8780485612518,747.3591241867584,687.1723201661723,1.0,2105,heating_active,moderate,Low Activity
evening,22.32,46.635,111.82776378737412,413.9861554334675,687.4047928991719,623.3116566235847,1.0,5820,cooling_active,bright,Low Activity
morning,17.87,41.65,64.1690212164477,544.2368319913106,755.5771994622646,690.3681471290992,1.0,2105,ventilation_only,moderate,Moderate Activity
morning,17.7,47.28,63.25739464567641,541.3546659527889,757.9229544726097,703.5273244632521,1.0,2105,eco_mode,very_bright,Moderate Activity
afternoon,20.22,52.72,91.3680718446387,510.633455917818,696.9613826569921,649.9041720187942,1.0,3856,ventilation_only,very_dim,Low Activity
morning,17.39,42.16,62.318134646903125,550.3686358085585,766.6040663070046,713.5050211179461,0.0,2105,ventilation_only,bright,Low Activity
evening,25.33,45.67,104.97133201126216,419.75631382646753,662.7692164483543,599.6815029618394,1.0,3856,heating_active,dim,Low Activity
morning,33.754385292948854,42.55,62.7818230885504,551.3913159914196,758.518184052005,689.6930527694515,0.0,2105,heating_active,moderate,Moderate Activity
morning,20.59,55.04,105.27591494162183,522.3399263947994,672.5098504547931,610.0697256483974,2.0,1458,ventilation_only,bright,Moderate Activity
evening,22.74,51.47,111.698295364323,451.5807348961585,635.2204009849622,563.4406354872756,1.0,4703,eco_mode,very_bright,Low Activity
evening,23.8,52.29,109.20995636547308,459.1894799388464,651.6962234643336,576.6912953944859,3.0,6817,ventilation_only,very_bright,Low Activity
morning,17.07,43.29,59.58850369109663,574.1078426808343,758.6641551636086,711.7667548629622,0.0,2105,heating_active,moderate,Moderate Activity
morning,17.34,44.64,67.11350615680334,505.1414714860673,548.2203928840131,675.4676802261821,0.0,2105,maintenance_mode,very_bright,Moderate Activity
morning,16.91,49.68,85.95301942719804,523.7507602996914,733.2547285289746,685.3781148326285,0.0,1374,maintenance_mode,bright,Low Activity
morning,12.002190603244015,44.69,69.21029467640909,452.8144872712696,736.5934460102586,664.411143482855,0.0,2105,eco_mode,moderate,Low Activity
morning,18.4,44.45,75.81164802653565,477.1515840592186,731.1618905881303,683.8398375966999,0.0,2105,ventilation_only,bright,Moderate Activity
morning,19.29,45.94,77.0581159586678,483.3586552290209,734.0694037949362,660.8371790915817,0.0,2105,off,very_bright,Moderate Activity
morning,18.78,44.93,72.91694661810277,456.5521155759786,728.5601298397667,650.2195134494015,0.0,2105,eco_mode,bright,Low Activity
morning,18.38,51.28,79.64628110732568,563.5905892180069,731.0813631738795,656.2266695797452,0.0,4507,off,moderate,Moderate Activity
afternoon,18.12,53.88,111.17038189741,455.32891078267295,689.0261428461903,587.810121366326,1.0,2105,cooling_active,very_bright,High Activity
evening,24.18,50.84,142.13385923937366,426.2101514152061,584.6726126555388,511.7764160089818,3.0,1903,heating_active,very_bright,Low Activity
night,21.07,56.16,132.16551704503507,455.5480504050003,650.0230934949699,586.5546087491988,2.0,1903,eco_mode,moderate,Low Activity
night,23.33,49.78,183.21295095896443,421.356377017976,651.7007365283008,594.9552677581053,1.0,4507,heating_active,bright,Low Activity
afternoon,22.42,47.06,88.06391780117893,439.6991433494026,696.115603438203,610.853782624465,1.0,1482,ventilation_only,bright,High Activity
morning,19.31,45.71,80.89336502276936,430.22312164096826,726.9989963841377,645.3462619925709,0.0,2105,cooling_active,very_bright,Moderate Activity
morning,19.29,45.06,79.34915003859335,418.1189806615944,706.95494254809,639.8488073120947,0.0,2105,cooling_active,very_bright,Moderate Activity
morning,19.3,45.99,84.91286561575247,411.266497810668,716.1794698036323,640.2310742109207,1.0,2105,ventilation_only,very_bright,High Activity
morning,17.82,52.65,107.09593918792284,488.87368678162994,717.2214434863068,665.9275980875515,1.0,1374,off,moderate,Moderate Activity
morning,19.08,56.27,110.84480558391915,484.3867178661451,685.6976154394388,599.6180333056014,1.0,3856,maintenance_mode,dim,Low Activity
afternoon,22.99,50.8,188.0314031071236,463.055734211745,659.5993445695008,594.1501865895046,1.0,7058,cooling_active,very_bright,Low Activity
morning,19.62,47.28,88.87483205223614,410.8906201128596,708.007158474306,632.2290036244265,1.0,2105,eco_mode,bright,Moderate Activity
morning,19.51,47.0,95.71812555200307,372.9631055566974,690.6535241094366,615.31724881359,1.0,2105,cooling_active,very_bright,High Activity
morning,19.39,47.28,101.79335482434048,398.8848091891091,714.345165053583,623.5963594135642,1.0,2105,off,very_dim,High Activity
afternoon,18.01,49.46,63.8086974012975,582.4403586971622,739.6866481854302,683.7208201437631,0.0,1826,heating_active,dim,Low Activity
evening,22.89,54.84,131.83246501657723,400.4408285563176,629.4604725425976,550.6750289141286,2.0,4761,maintenance_mode,bright,Low Activity
morning,18.25,44.18,75.51854064803935,536.9833248156577,761.0856692445865,680.9117414525721,1.0,2105,eco_mode,moderate,Moderate Activity
morning,18.36,40.03,70.32855062088771,534.1248771695691,757.678787862473,688.4486227582746,1.0,8374,heating_active,very_bright,Moderate Activity
morning,17.87,47.28,72.3142569205544,542.3345066457618,759.7368186928221,696.5483921898293,0.0,2105,maintenance_mode,moderate,Low Activity
morning,18.88,50.86,121.70794658349716,501.4803375956539,713.668790787135,641.0873512601778,1.0,2679,maintenance_mode,very_dim,Low Activity
afternoon,18.93,43.88,72.7721620263909,548.639945356713,743.5205282344014,679.9348535590857,1.0,5693,heating_active,very_bright,Low Activity
afternoon,18.14,42.79,5.881743814415515,561.1379954739516,756.6654356348172,686.2663348640962,0.0,2105,heating_active,bright,Moderate Activity
afternoon,19.29,42.7,67.33735602214118,518.4654062575638,751.65777514046,684.9273827695305,1.0,2105,heating_active,very_bright,Low Activity
afternoon,17.9,42.44,71.30560031638043,504.2778028743523,749.7529871857564,667.605469745873,0.0,2105,heating_active,bright,Moderate Activity
afternoon,17.63,40.86,65.2836437087859,617.806894955182,771.7782658714165,723.9918443117604,0.0,8374,maintenance_mode,very_bright,Moderate Activity
afternoon,17.98,47.28,204.75535554823716,514.352012201645,761.2384424506447,688.4085745495908,0.0,2105,eco_mode,dim,Moderate Activity
afternoon,19.29,47.28,68.91288967761024,471.7264876371199,756.0566311490826,687.2530500059945,0.0,2105,maintenance_mode,dim,Moderate Activity
afternoon,18.1,41.84,58.46399049517111,477.34849262715534,755.7585929316467,671.0210837172543,0.0,2105,ventilation_only,very_bright,Low Activity
afternoon,18.08,41.92,65.71870571545834,486.2674179920588,753.136883758043,678.6447032626959,0.0,2105,off,very_bright,Moderate Activity
afternoon,18.09,47.28,58.40328450988934,474.9960902429258,756.592840810201,683.8056957194414,0.0,2105,ventilation_only,very_bright,Moderate Activity
afternoon,17.93,41.96,63.62333628531032,480.75002593895454,759.9529805126945,688.4475564581685,0.0,2105,off,very_bright,Low Activity
afternoon,17.93,42.13,59.967691407347544,512.6089705938892,765.5208377271898,696.8307493204763,0.0,2105,cooling_active,very_bright,Low Activity
afternoon,19.29,42.31,60.894215713117525,555.9974403745578,767.5304892100943,710.3136355940536,0.0,2105,heating_active,moderate,Moderate Activity
evening,22.99,51.0,136.80872039070726,420.4660618979204,640.1626192846759,556.3030738702957,2.0,9184,maintenance_mode,bright,Low Activity
afternoon,17.82,42.27,58.61100925228023,530.9815179977571,763.964551116123,694.9228011303419,0.0,2105,eco_mode,very_dim,Moderate Activity
afternoon,17.83,47.28,65.3664533357208,498.3484011727592,751.1004811656484,691.0446274229566,0.0,2105,eco_mode,moderate,Low Activity
afternoon,19.29,42.71,64.4661074889534,434.8393597693591,760.1995742864414,666.1126006343885,0.0,2105,off,bright,Moderate Activity
afternoon,17.86,47.28,64.5447075423601,463.82197995731985,755.0194034298203,673.3428061582779,0.0,2105,maintenance_mode,moderate,Low Activity
afternoon,19.29,42.1,61.999951729488785,446.1917563424863,756.3100666007118,697.5090286425846,0.0,2105,maintenance_mode,very_bright,Moderate Activity
morning,18.6,52.56,98.67229696602304,514.3987571031533,705.8911823314767,633.3675369691094,1.0,4507,cooling_active,very_bright,High Activity
afternoon,17.91,43.77,63.59438770211771,477.21526543926154,500.64564395582886,686.4084117488665,0.0,2105,eco_mode,moderate,Moderate Activity
afternoon,29.977192382126606,42.84,63.763487990883974,521.5326962727954,742.8770849353511,682.0475423439493,0.0,2105,eco_mode,moderate,Moderate Activity
afternoon,19.3,43.07,68.21412204892819,508.219510341619,729.43842062582,680.1788252056455,0.0,2105,eco_mode,very_bright,Moderate Activity
morning,19.21,48.43,80.43763460736986,531.1196233291674,720.8841793689236,677.9883122220234,0.0,3856,heating_active,moderate,Low Activity
afternoon,18.74,47.28,74.56366422740734,527.7772551120512,735.0803828338533,664.2568211015716,0.0,2105,eco_mode,dim,Low Activity
evening,24.05,53.84,124.88854060342588,475.5991658849809,663.557388193659,591.2478970936173,1.0,8936,off,very_dim,Low Activity
afternoon,18.37,46.67,69.42846738380467,503.2460231335775,726.6703022200885,643.0708991591681,0.0,2105,heating_active,very_bright,Low Activity
afternoon,18.62,51.83,106.84096766619504,467.66241540805726,703.8174229254878,630.2097569751392,1.0,9658,ventilation_only,very_bright,Moderate Activity
afternoon,18.28,47.28,87.11041429299054,495.1632462668064,719.1889201145253,650.4992128687595,0.0,2105,off,very_dim,Moderate Activity
afternoon,18.05,47.28,86.09859824363265,482.0950284047273,728.8499672751404,652.9640561813741,0.0,2105,heating_active,very_bright,Moderate Activity
afternoon,18.46,47.28,44.2972138005115,480.64048903938067,725.658127452939,663.8885800042382,0.0,2105,cooling_active,very_dim,Low Activity
afternoon,21.07,40.23,66.98645660602587,571.227320986689,743.8864012028188,692.2189354584334,1.0,5693,off,very_bright,Low Activity
morning,19.0,52.74,122.45256982888448,438.36413702621354,709.055661428859,627.5441489909878,1.0,6847,ventilation_only,moderate,High Activity
afternoon,18.83,46.79,87.40660320267094,477.60223013352345,715.5203078740623,641.1711327592652,0.0,2105,off,very_bright,Low Activity
afternoon,18.64,47.35,93.30156847725893,478.9532039364371,715.9779236288928,642.7858071438478,0.0,2105,cooling_active,bright,Low Activity
morning,19.42,57.25,114.47135781358006,475.6104596338531,691.8648588739208,621.0906276518383,2.0,7241,off,bright,High Activity
afternoon,18.86,46.95,94.75239875771344,486.3789382673587,726.5530979395288,645.0907172194543,0.0,2105,cooling_active,very_bright,Moderate Activity
afternoon,18.75,47.23,106.7195698101256,469.1472289805722,475.1675362051669,645.0056305244366,0.0,2105,cooling_active,bright,Low Activity
afternoon,18.12,48.85,93.17056510187624,489.9682252963179,713.7489373648448,655.6682795709658,0.0,2105,off,very_bright,Low Activity
afternoon,18.52,47.28,96.78201194436744,506.3272209688816,799.1756275679057,642.6738455527724,1.0,2105,maintenance_mode,bright,Low Activity
morning,31.668795832884943,51.5,143.19049688523847,460.0615633834421,490.1660509935881,612.1898825093839,1.0,4507,ventilation_only,very_bright,Low Activity
night,19.88,56.04,142.55391398549455,428.1303488927381,679.1706111775801,595.2361089656082,2.0,8649,maintenance_mode,dim,Low Activity
afternoon,17.8,52.13,105.18616400829826,410.0187516599972,682.1838226481268,587.0106671231351,1.0,2105,ventilation_only,dim,Low Activity
afternoon,17.76,47.28,109.73328503741052,405.34311230017175,683.4763294788537,575.4695053709554,1.0,2105,ventilation_only,very_bright,Moderate Activity
afternoon,10.426090485516854,45.92,61.702932205281094,566.7157252348994,750.6840969628709,694.3933158870452,0.0,1482,heating_active,very_bright,Moderate Activity
afternoon,18.72,53.71,75.56111076305807,540.7817679769096,728.9174709372526,657.4521813965896,1.0,3856,cooling_active,very_bright,Moderate Activity
night,20.63,50.595,96.6744580500571,460.1462981451611,685.0008350650384,617.0753981124117,1.0,4703,off,very_bright,High Activity
night,19.86,56.82,116.83504148039876,460.025335249469,680.7218463203283,613.2664215925449,2.0,7241,heating_active,bright,Low Activity
afternoon,19.29,55.78,114.21376726961762,436.26552316284193,680.1799649313839,595.9216330466455,1.0,2105,ventilation_only,bright,Moderate Activity
afternoon,17.29,48.56,102.07345446432994,508.18427553678464,655.4295913778008,579.390914345309,1.0,3418,off,very_bright,Low Activity
afternoon,18.06,47.28,90.69602423640671,465.1306602793625,698.3562184722313,618.8069696256763,1.0,2105,off,very_bright,Low Activity
afternoon,18.35,51.83,99.08544731809576,467.2605356184376,701.6699019168574,619.8544642116399,1.0,2105,ventilation_only,very_bright,Low Activity
afternoon,18.46,51.5,98.20578381343334,475.0849850811256,706.2300409902249,616.0675896669225,1.0,2105,ventilation_only,very_bright,High Activity
afternoon,18.25,52.2,103.0828059751654,482.4778252942552,693.6756539178205,613.643354228627,1.0,2105,cooling_active,bright,High Activity
night,19.54,53.4,129.76528597238723,441.0949693070978,674.3945859545736,612.4878270719321,1.0,6847,heating_active,very_bright,High Activity
afternoon,18.23,52.56,107.90480218265184,456.56733929560534,693.9606807713552,610.1641757734889,1.0,2105,cooling_active,very_bright,Low Activity
afternoon,19.29,53.17,106.7195698101256,470.18432255890815,693.8514531153312,605.8280452240075,1.0,2105,off,moderate,Low Activity
morning,18.31,52.82,73.61465541576173,604.0876949478668,732.979889649267,682.9022113263679,0.0,3592,ventilation_only,bright,Low Activity
morning,19.03,53.44,96.9756122646308,490.1923609423625,664.9390901889753,608.246436339177,2.0,4703,off,bright,Low Activity
afternoon,18.47,52.57,111.38273922659052,445.13541509964375,686.8205733105897,603.9841981220023,1.0,2105,eco_mode,very_bright,Moderate Activity
morning,19.69,54.74,103.87509560369256,475.1723738499294,673.7469356435877,615.2082204161964,1.0,4703,maintenance_mode,very_bright,Moderate Activity
afternoon,18.09,53.49,110.6338241486396,457.056177253204,698.9258355213004,599.8897299568945,1.0,2105,ventilation_only,moderate,Low Activity
afternoon,18.13,53.55,111.99793500679957,447.69012726072793,687.8886044377608,598.6539270296976,1.0,2105,maintenance_mode,bright,Moderate Activity
afternoon,18.05,53.33,108.7968356190015,451.7975766697488,683.4573738030165,610.5102093423787,1.0,2105,heating_active,bright,Low Activity
morning,19.72,54.15,106.08298984650337,487.4361216975145,681.0174113630669,613.3173373424581,1.0,4703,maintenance_mode,very_bright,Low Activity
afternoon,18.12,53.25,112.23961488807832,451.23917650189014,683.0107169923433,597.2119381588707,1.0,2105,maintenance_mode,very_bright,Moderate Activity
evening,23.12,49.68,115.23708043677368,450.67197576407256,681.9409745277168,609.56519619788,1.0,1374,eco_mode,very_bright,Moderate Activity
afternoon,18.2,53.11,114.58398036052525,447.6772547909467,660.5101095617376,576.3506943389614,1.0,2105,eco_mode,dim,Moderate Activity
night,20.9,55.95,134.50880743626817,444.2071022477391,661.6610190892561,583.1693782359285,1.0,1903,maintenance_mode,very_dim,Low Activity
afternoon,16.96,51.754999999999995,116.28972696645184,489.66008135320834,685.3967396052353,610.1537671484964,2.0,9184,ventilation_only,very_bright,High Activity
afternoon,13.144524208134484,51.754999999999995,123.35239965091512,486.7701042795751,668.7539290062191,596.6263655457273,2.0,9184,eco_mode,bright,Low Activity
afternoon,18.28,51.4,122.12966480362655,473.28732038676344,665.2690877159757,566.9563477980416,1.0,6847,off,very_dim,Low Activity
evening,23.94,48.99,127.38768967635292,440.8896783769899,674.281597228857,602.3675862991588,2.0,7241,maintenance_mode,very_bright,Low Activity
evening,18.21,51.4,129.11867102773311,474.09981006926625,661.7354671101298,560.6476761690465,1.0,6847,ventilation_only,very_bright,Moderate Activity
evening,19.17,51.0,118.87223258189356,446.6150206033227,663.5061494517093,563.5638926109309,1.0,6847,ventilation_only,very_bright,Moderate Activity
morning,18.07,52.47,116.9841397866474,485.93211616393984,734.7934271744854,656.2029113451929,1.0,1374,heating_active,dim,Low Activity
evening,21.58,44.01,210.44176456990755,494.8180539703821,684.9408204624357,611.6878755992566,1.0,8052,heating_active,very_bright,High Activity
afternoon,16.3,47.15,78.82548938248355,532.6204646944761,723.2536023062953,673.2630100892854,0.0,8052,off,moderate,Moderate Activity
afternoon,23.54,50.595,106.92094872632248,425.7193017061338,654.4160370961542,582.2735415418995,2.0,4703,ventilation_only,very_bright,Low Activity
evening,20.93,51.4,132.04856019061847,468.1351982092801,663.1496924022761,562.7823650044714,1.0,6847,maintenance_mode,moderate,Low Activity
evening,21.58,47.64,136.3407399220974,467.77405268045646,663.3159782634908,567.9378373775943,1.0,6847,maintenance_mode,very_bright,Low Activity
evening,21.55,51.4,138.77160352540733,465.94249200020465,663.3007131389523,545.1278891816606,1.0,6847,maintenance_mode,very_bright,Low Activity
evening,21.76,47.54,129.7275022682995,473.3948384647035,661.7534651149916,571.4095124551777,1.0,6847,ventilation_only,very_bright,Low Activity
evening,19.96,45.99,121.4182328986185,414.2178711828515,522.1056101084902,606.7423201888483,2.0,6431,ventilation_only,very_bright,High Activity
evening,7.796026855919132,48.04,132.5328619888921,476.93206274540256,671.6417474426976,570.8946778322716,1.0,6847,off,very_bright,Low Activity
afternoon,24.07,53.41,120.38460161397788,466.17263251831,650.7481846232156,589.8185239658189,1.0,8936,maintenance_mode,dim,Low Activity
night,22.62,53.94,113.9877572322529,451.2979544224107,660.0812695843524,577.9651205249825,1.0,3592,ventilation_only,dim,Low Activity
